Input Mass	Matched Mass	Delta	Name	Formula	Ion	LMSD Examples
496.34	496.3398	0.0002	LPC 16:0	C24H50NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 16:0
496.34	496.3398	0.0002	LPC O-16:1;O	C24H50NO7P	[M+H]+	
496.341	496.3398	0.0012	LPC 16:0	C24H50NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 16:0
496.341	496.3398	0.0012	LPC O-16:1;O	C24H50NO7P	[M+H]+	
496.341	496.3398	0.0012	LPC 16:0	C24H50NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 16:0
496.341	496.3398	0.0012	LPC O-16:1;O	C24H50NO7P	[M+H]+	
506.324	506.3241	0.0001	LPC 17:2	C25H48NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 17:2
506.324	506.3241	0.0001	LPC O-17:3;O	C25H48NO7P	[M+H]+	
506.36	506.3605	0.0005	LPC O-18:2	C26H52NO6P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC O-18:2
506.361	506.3605	0.0005	LPC O-18:2	C26H52NO6P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC O-18:2
508.303	508.3034	0.0004	LPC 16:2;O	C24H46NO8P	[M+H]+	
508.304	508.3034	0.0006	LPC 16:2;O	C24H46NO8P	[M+H]+	
508.34	508.3398	0.0002	LPC 17:1	C25H50NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 17:1
508.34	508.3398	0.0002	LPC O-17:2;O	C25H50NO7P	[M+H]+	
508.376	508.3761	0.0001	LPC O-18:1	C26H54NO6P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC O-18:1
510.319	510.319	0	LPC 16:1;O	C24H48NO8P	[M+H]+	
510.32	510.319	0.001	LPC 16:1;O	C24H48NO8P	[M+H]+	
510.355	510.3554	0.0004	LPC 17:0	C25H52NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 17:0
510.355	510.3554	0.0004	LPC O-17:1;O	C25H52NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC O-17:1;O
510.356	510.3554	0.0006	LPC 17:0	C25H52NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 17:0
510.356	510.3554	0.0006	LPC O-17:1;O	C25H52NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC O-17:1;O
510.392	510.3918	0.0002	LPC O-18:0	C26H56NO6P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC O-18:0
510.392	510.3918	0.0002	LPC O-18:0	C26H56NO6P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC O-18:0
518.322	518.3241	0.0021	LPC 18:3	C26H48NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 18:3
518.322	518.3241	0.0021	LPC O-18:4;O	C26H48NO7P	[M+H]+	
518.323	518.3241	0.0011	LPC 18:3	C26H48NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 18:3
518.323	518.3241	0.0011	LPC O-18:4;O	C26H48NO7P	[M+H]+	
518.325	518.3241	0.0009	LPC 18:3	C26H48NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 18:3
518.325	518.3241	0.0009	LPC O-18:4;O	C26H48NO7P	[M+H]+	
520.341	520.3398	0.0012	LPC 18:2	C26H50NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 18:2
520.341	520.3398	0.0012	LPC O-18:3;O	C26H50NO7P	[M+H]+	
522.355	522.3554	0.0004	LPC 18:1	C26H52NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 18:1
522.355	522.3554	0.0004	LPC O-18:2;O	C26H52NO7P	[M+H]+	
524.371	524.3711	0.0001	LPC 18:0	C26H54NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 18:0
524.371	524.3711	0.0001	LPC O-18:1;O	C26H54NO7P	[M+H]+	
524.372	524.3711	0.0009	LPC 18:0	C26H54NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 18:0
524.372	524.3711	0.0009	LPC O-18:1;O	C26H54NO7P	[M+H]+	
524.373	524.3711	0.0019	LPC 18:0	C26H54NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 18:0
524.373	524.3711	0.0019	LPC O-18:1;O	C26H54NO7P	[M+H]+	
534.319	534.319	0	LPC 18:3;O	C26H48NO8P	[M+H]+	
536.335	536.3347	0.0003	LPC 18:2;O	C26H50NO8P	[M+H]+	
536.335	536.3347	0.0003	LPC 18:2;O	C26H50NO8P	[M+H]+	
536.336	536.3347	0.0013	LPC 18:2;O	C26H50NO8P	[M+H]+	
538.351	538.3503	0.0007	LPC 18:1;O	C26H52NO8P	[M+H]+	
538.352	538.3503	0.0017	LPC 18:1;O	C26H52NO8P	[M+H]+	
538.387	538.3867	0.0003	LPC 19:0	C27H56NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 19:0
538.387	538.3867	0.0003	LPC O-19:1;O	C27H56NO7P	[M+H]+	
538.388	538.3867	0.0013	LPC 19:0	C27H56NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 19:0
538.388	538.3867	0.0013	LPC O-19:1;O	C27H56NO7P	[M+H]+	
542.323	542.3241	0.0011	LPC 20:5	C28H48NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 20:5
542.323	542.3241	0.0011	PC O-20:5	C28H48NO7P	[M+H]+	
542.324	542.3241	0.0001	LPC 20:5	C28H48NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 20:5
542.324	542.3241	0.0001	PC O-20:5	C28H48NO7P	[M+H]+	
544.305	544.3034	0.0016	LPC 19:5;O	C27H46NO8P	[M+H]+	
544.305	544.3034	0.0016	LPC 19:5;O	C27H46NO8P	[M+H]+	
546.353	546.3554	0.0024	LPC 20:3	C28H52NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 20:3
546.353	546.3554	0.0024	LPC O-20:4;O	C28H52NO7P	[M+H]+	
546.353	546.3554	0.0024	PC O-20:3	C28H52NO7P	[M+H]+	
546.354	546.3554	0.0014	LPC 20:3	C28H52NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 20:3
546.354	546.3554	0.0014	LPC O-20:4;O	C28H52NO7P	[M+H]+	
546.354	546.3554	0.0014	PC O-20:3	C28H52NO7P	[M+H]+	
546.356	546.3554	0.0006	LPC 20:3	C28H52NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 20:3
546.356	546.3554	0.0006	LPC O-20:4;O	C28H52NO7P	[M+H]+	
546.356	546.3554	0.0006	PC O-20:3	C28H52NO7P	[M+H]+	
550.387	550.3867	0.0003	LPC 20:1	C28H56NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 20:1
550.387	550.3867	0.0003	LPC O-20:2;O	C28H56NO7P	[M+H]+	
550.387	550.3867	0.0003	PC O-20:1	C28H56NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-20:1
550.388	550.3867	0.0013	LPC 20:1	C28H56NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 20:1
550.388	550.3867	0.0013	LPC O-20:2;O	C28H56NO7P	[M+H]+	
550.388	550.3867	0.0013	PC O-20:1	C28H56NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-20:1
552.402	552.4024	0.0004	LPC 20:0	C28H58NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 20:0
552.402	552.4024	0.0004	LPC O-20:1;O	C28H58NO7P	[M+H]+	
552.402	552.4024	0.0004	PC O-20:0	C28H58NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-20:0
552.403	552.4024	0.0006	LPC 20:0	C28H58NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 20:0
552.403	552.4024	0.0006	LPC O-20:1;O	C28H58NO7P	[M+H]+	
552.403	552.4024	0.0006	PC O-20:0	C28H58NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-20:0
560.335	560.3347	0.0003	LPC 20:4;O	C28H50NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 20:4;O
560.335	560.3347	0.0003	PC 20:3	C28H50NO8P	[M+H]+	
560.335	560.3347	0.0003	PC O-20:4;O	C28H50NO8P	[M+H]+	
560.335	560.3347	0.0003	LPC 20:4;O	C28H50NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 20:4;O
560.335	560.3347	0.0003	PC 20:3	C28H50NO8P	[M+H]+	
560.335	560.3347	0.0003	PC O-20:4;O	C28H50NO8P	[M+H]+	
566.38	566.3816	0.0016	LPC 20:1;O	C28H56NO8P	[M+H]+	
566.38	566.3816	0.0016	PC 20:0	C28H56NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 20:0
566.38	566.3816	0.0016	PC O-20:1;O	C28H56NO8P	[M+H]+	
566.382	566.3816	0.0004	LPC 20:1;O	C28H56NO8P	[M+H]+	
566.382	566.3816	0.0004	PC 20:0	C28H56NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 20:0
566.382	566.3816	0.0004	PC O-20:1;O	C28H56NO8P	[M+H]+	
568.341	568.3398	0.0012	LPC 22:6	C30H50NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 22:6
568.341	568.3398	0.0012	PC O-22:6	C30H50NO7P	[M+H]+	
570.356	570.3554	0.0006	LPC 22:5	C30H52NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 22:5
570.356	570.3554	0.0006	LPC O-22:6;O	C30H52NO7P	[M+H]+	
570.356	570.3554	0.0006	PC O-22:5	C30H52NO7P	[M+H]+	
572.372	572.3711	0.0009	LPC 22:4	C30H54NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=LPC 22:4
572.372	572.3711	0.0009	LPC O-22:5;O	C30H54NO7P	[M+H]+	
572.372	572.3711	0.0009	PC O-22:4	C30H54NO7P	[M+H]+	
584.335	584.3347	0.0003	LPC 22:6;O	C30H50NO8P	[M+H]+	
584.335	584.3347	0.0003	PC 22:5	C30H50NO8P	[M+H]+	
584.335	584.3347	0.0003	PC O-22:6;O	C30H50NO8P	[M+H]+	
584.335	584.3347	0.0003	LPC 22:6;O	C30H50NO8P	[M+H]+	
584.335	584.3347	0.0003	PC 22:5	C30H50NO8P	[M+H]+	
584.335	584.3347	0.0003	PC O-22:6;O	C30H50NO8P	[M+H]+	
594.377	594.3765	0.0005	PC 21:1;O	C29H56NO9P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 21:1;O
594.377	594.3765	0.0005	PC 21:1;O	C29H56NO9P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 21:1;O
596.391	596.3922	0.0012	PC 21:0;O	C29H58NO9P	[M+H]+	
596.393	596.3922	0.0008	PC 21:0;O	C29H58NO9P	[M+H]+	
600.33	600.3296	0.0004	PC 22:5;O	C30H50NO9P	[M+H]+	
600.33	600.3296	0.0004	PC 22:5;O	C30H50NO9P	[M+H]+	
600.33	600.3296	0.0004	PC 22:5;O	C30H50NO9P	[M+H]+	
600.331	600.3296	0.0014	PC 22:5;O	C30H50NO9P	[M+H]+	
648.423	648.4235	0.0005	PC 25:2;O	C33H62NO9P	[M+H]+	
648.424	648.4235	0.0005	PC 25:2;O	C33H62NO9P	[M+H]+	
674.437	674.4391	0.0021	PC 27:3;O	C35H64NO9P	[M+H]+	
674.439	674.4391	0.0001	PC 27:3;O	C35H64NO9P	[M+H]+	
674.439	674.4391	0.0001	PC 27:3;O	C35H64NO9P	[M+H]+	
674.439	674.4391	0.0001	PC 27:3;O	C35H64NO9P	[M+H]+	
698.437	698.4391	0.0021	PC 29:5;O	C37H64NO9P	[M+H]+	
706.538	706.5381	0.0001	LPC 30:1;O	C38H76NO8P	[M+H]+	
706.538	706.5381	0.0001	PC 30:0	C38H76NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 30:0
706.538	706.5381	0.0001	PC O-30:1;O	C38H76NO8P	[M+H]+	
706.538	706.5381	0.0001	LPC 30:1;O	C38H76NO8P	[M+H]+	
706.538	706.5381	0.0001	PC 30:0	C38H76NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 30:0
706.538	706.5381	0.0001	PC O-30:1;O	C38H76NO8P	[M+H]+	
706.538	706.5381	0.0001	LPC 30:1;O	C38H76NO8P	[M+H]+	
706.538	706.5381	0.0001	PC 30:0	C38H76NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 30:0
706.538	706.5381	0.0001	PC O-30:1;O	C38H76NO8P	[M+H]+	
706.538	706.5381	0.0001	LPC 30:1;O	C38H76NO8P	[M+H]+	
706.538	706.5381	0.0001	PC 30:0	C38H76NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 30:0
706.538	706.5381	0.0001	PC O-30:1;O	C38H76NO8P	[M+H]+	
716.485	716.4861	0.0011	PC 30:3;O	C38H70NO9P	[M+H]+	
732.555	732.5538	0.0012	LPC 32:2;O	C40H78NO8P	[M+H]+	
732.555	732.5538	0.0012	PC 32:1	C40H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:1
732.555	732.5538	0.0012	PC O-32:2;O	C40H78NO8P	[M+H]+	
732.555	732.5538	0.0012	LPC 32:2;O	C40H78NO8P	[M+H]+	
732.555	732.5538	0.0012	PC 32:1	C40H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:1
732.555	732.5538	0.0012	PC O-32:2;O	C40H78NO8P	[M+H]+	
734.568	734.5694	0.0014	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.568	734.5694	0.0014	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.568	734.5694	0.0014	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.569	734.5694	0.0004	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.569	734.5694	0.0004	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.569	734.5694	0.0004	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.569	734.5694	0.0004	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.569	734.5694	0.0004	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.569	734.5694	0.0004	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.569	734.5694	0.0004	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.569	734.5694	0.0004	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.569	734.5694	0.0004	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.569	734.5694	0.0004	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.569	734.5694	0.0004	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.569	734.5694	0.0004	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.569	734.5694	0.0004	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.569	734.5694	0.0004	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.569	734.5694	0.0004	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.569	734.5694	0.0004	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.569	734.5694	0.0004	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.569	734.5694	0.0004	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.569	734.5694	0.0004	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.569	734.5694	0.0004	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.569	734.5694	0.0004	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.57	734.5694	0.0006	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.57	734.5694	0.0006	PC O-32:1;O	C40H80NO8P	[M+H]+	
734.571	734.5694	0.0016	LPC 32:1;O	C40H80NO8P	[M+H]+	
734.571	734.5694	0.0016	PC 32:0	C40H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 32:0
734.571	734.5694	0.0016	PC O-32:1;O	C40H80NO8P	[M+H]+	
744.553	744.5538	0.0008	LPC 33:3;O	C41H78NO8P	[M+H]+	
744.553	744.5538	0.0008	PC 33:2	C41H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 33:2
744.553	744.5538	0.0008	PC O-33:3;O	C41H78NO8P	[M+H]+	
744.553	744.5538	0.0008	LPC 33:3;O	C41H78NO8P	[M+H]+	
744.553	744.5538	0.0008	PC 33:2	C41H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 33:2
744.553	744.5538	0.0008	PC O-33:3;O	C41H78NO8P	[M+H]+	
744.553	744.5538	0.0008	LPC 33:3;O	C41H78NO8P	[M+H]+	
744.553	744.5538	0.0008	PC 33:2	C41H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 33:2
744.553	744.5538	0.0008	PC O-33:3;O	C41H78NO8P	[M+H]+	
744.553	744.5538	0.0008	LPC 33:3;O	C41H78NO8P	[M+H]+	
744.553	744.5538	0.0008	PC 33:2	C41H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 33:2
744.553	744.5538	0.0008	PC O-33:3;O	C41H78NO8P	[M+H]+	
744.553	744.5538	0.0008	LPC 33:3;O	C41H78NO8P	[M+H]+	
744.553	744.5538	0.0008	PC 33:2	C41H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 33:2
744.553	744.5538	0.0008	PC O-33:3;O	C41H78NO8P	[M+H]+	
744.554	744.5538	0.0002	LPC 33:3;O	C41H78NO8P	[M+H]+	
744.554	744.5538	0.0002	PC 33:2	C41H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 33:2
744.554	744.5538	0.0002	PC O-33:3;O	C41H78NO8P	[M+H]+	
744.59	744.5902	0.0002	LPC 34:2	C42H82NO7P	[M+H]+	
744.59	744.5902	0.0002	LPC O-34:3;O	C42H82NO7P	[M+H]+	
744.59	744.5902	0.0002	PC O-34:2	C42H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-34:2
746.51	746.5119	0.0019	PC O-35:8	C43H72NO7P	[M+H]+	
746.568	746.5694	0.0014	LPC 33:2;O	C41H80NO8P	[M+H]+	
746.568	746.5694	0.0014	PC 33:1	C41H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 33:1
746.568	746.5694	0.0014	PC O-33:2;O	C41H80NO8P	[M+H]+	
746.568	746.5694	0.0014	LPC 33:2;O	C41H80NO8P	[M+H]+	
746.568	746.5694	0.0014	PC 33:1	C41H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 33:1
746.568	746.5694	0.0014	PC O-33:2;O	C41H80NO8P	[M+H]+	
746.603	746.6058	0.0028	LPC 34:1	C42H84NO7P	[M+H]+	
746.603	746.6058	0.0028	LPC O-34:2;O	C42H84NO7P	[M+H]+	
746.603	746.6058	0.0028	PC O-34:1	C42H84NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-34:1
748.527	748.5276	0.0006	PC O-35:7	C43H74NO7P	[M+H]+	
748.62	748.6215	0.0015	LPC 34:0	C42H86NO7P	[M+H]+	
748.62	748.6215	0.0015	LPC O-34:1;O	C42H86NO7P	[M+H]+	
748.62	748.6215	0.0015	PC O-34:0	C42H86NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-34:0
754.537	754.5381	0.0011	LPC 34:5;O	C42H76NO8P	[M+H]+	
754.537	754.5381	0.0011	PC 34:4	C42H76NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:4
754.537	754.5381	0.0011	PC O-34:5;O	C42H76NO8P	[M+H]+	
756.551	756.5538	0.0028	LPC 34:4;O	C42H78NO8P	[M+H]+	
756.551	756.5538	0.0028	PC 34:3	C42H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:3
756.551	756.5538	0.0028	PC O-34:4;O	C42H78NO8P	[M+H]+	
758.569	758.5694	0.0004	LPC 34:3;O	C42H80NO8P	[M+H]+	
758.569	758.5694	0.0004	PC 34:2	C42H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:2
758.569	758.5694	0.0004	PC O-34:3;O	C42H80NO8P	[M+H]+	
758.57	758.5694	0.0006	LPC 34:3;O	C42H80NO8P	[M+H]+	
758.57	758.5694	0.0006	PC 34:2	C42H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:2
758.57	758.5694	0.0006	PC O-34:3;O	C42H80NO8P	[M+H]+	
758.571	758.5694	0.0016	LPC 34:3;O	C42H80NO8P	[M+H]+	
758.571	758.5694	0.0016	PC 34:2	C42H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:2
758.571	758.5694	0.0016	PC O-34:3;O	C42H80NO8P	[M+H]+	
